-0,-0,-0,-0,-0,-0,0,0,0
-0,-8.59029241215959e-05,-0,-0,-0.000159534001940107,-0,0,-0.000159534001940107,0
-0,-0.000159534001940107,-0,-0,-0.000319068003880213,-0,0,-0.000319068003880213,0
-0,-0.000245436926061703,-0,-0,-0.00047860200582032,-0,0,-0.00047860200582032,0
-0,-0.000319068003880213,-0,-0,-0.000638136007760427,-0,0,-0.000638136007760427,0
-0,-0.000404970928001809,-0,-0,-0.000797670009700533,-0,0,-0.000797670009700533,0
-0,-0.00047860200582032,-0,-0,-0.00095720401164064,-0,0,-0.00095720401164064,0
-0,-0.000564504929941916,-0,-0,-0.00111673801358075,-0,0,-0.00111673801358075,0
-0,-0.000638136007760427,-0,-0,-0.00127627201552085,-0,0,-0.00127627201552085,0
-0,-0.000724038931882023,-0,-0,-0.00143580601746096,-0,0,-0.00143580601746096,0
-0,-0.000797670009700533,-0,-0,-0.00159534001940107,-0,0,-0.00159534001940107,0
-0,-0.000883572933822129,-0,-0,-0.00175487402134117,-0,0,-0.00175487402134117,0
-0,-0.00095720401164064,-0,-0,-0.00191440802328128,-0,0,-0.00191440802328128,0
-0,-0.00104310693576224,-0,-0,-0.00207394202522139,-0,0,-0.00207394202522139,0
-0,-0.00111673801358075,-0,-0,-0.00224574787346458,-0,0,-0.00224574787346458,0
-0,-0.00120264093770234,-0,-0,-0.00240528187540469,-0,0,-0.00240528187540469,0
-0,-0.00127627201552085,-0,-0,-0.00256481587734479,-0,0,-0.00256481587734479,0
-0,-0.00136217493964245,-0,-0,-0.0027243498792849,-0,0,-0.0027243498792849,0
-0,-0.00143580601746096,-0,-0,-0.00288388388122501,-0,0,-0.00288388388122501,0
-0,-0.00152170894158256,-0,-0,-0.00304341788316511,-0,0,-0.00304341788316511,0
-0,-0.00159534001940107,-0,-0,-0.00320295188510522,-0,0,-0.00320295188510522,0
-0,-0.00168124294352266,-0,-0,-0.00336248588704533,-0,0,-0.00336248588704533,0
-0,-0.00175487402134117,-0,-0,-0.00352201988898543,-0,0,-0.00352201988898543,0
-0,-0.00184077694546277,-0,-0,-0.00368155389092554,-0,0,-0.00368155389092554,0
-0,-0.00191440802328128,-0,-0,-0.00384108789286565,-0,0,-0.00384108789286565,0
-0,-0.00200031094740288,-0,-0,-0.00400062189480575,-0,0,-0.00400062189480575,0
-0,-0.00207394202522139,-0,-0,-0.00416015589674586,-0,0,-0.00416015589674586,0
-0,-0.00215984494934298,-0,-0,-0.00431968989868597,-0,0,-0.00431968989868597,0
-0,-0.00224574787346458,-0,-0,-0.00447922390062607,-0,0,-0.00447922390062607,0
-0,-0.00231937895128309,-0,-0,-0.00463875790256618,-0,0,-0.00463875790256618,0
-0,-0.00240528187540469,-0,-0,-0.00479829190450629,-0,0,-0.00479829190450629,0
-0,-0.0024789129532232,-0,-0,-0.00495782590644639,-0,0,-0.00495782590644639,0
-0,-0.00256481587734479,-0,-0,-0.0051173599083865,-0,0,-0.0051173599083865,0
